Ticker,LastDate,Close,S,N,R,asOfDate
1101.TW,2025-08-11,24.600000381469727,24.524856567382812,28.227630615234375,31.901549530029296,2025-08-11
1102.TW,2025-08-11,39.54999923706055,39.59550094604492,40.800376892089844,42.44940032958984,2025-08-11
1103.TW,2025-08-11,13.800000190734863,13.941284942626954,14.339496612548828,15.696456336975098,2025-08-11
1104.TW,2025-08-11,26.75,26.799999237060547,27.855731964111328,28.46846580505371,2025-08-11
1108.TW,2025-08-11,14.5,14.005050659179688,14.14747428894043,14.337374687194824,2025-08-11
1109.TW,2025-08-11,16.149999618530273,15.84459400177002,16.12837791442871,16.83783721923828,2025-08-11
1110.TW,2025-08-11,18.200000762939453,18.0,19.014973640441895,19.944813919067382,2025-08-11
1201.TW,2025-08-11,15.5,15.548437118530273,15.844531536102295,17.34062385559082,2025-08-11
1203.TW,2025-08-11,39.79999923706055,37.95000076293945,39.02499961853027,40.5,2025-08-11
1210.TW,2025-08-11,55.0,56.75999908447265,60.85000038146973,62.94000091552734,2025-08-11
1213.TW,2025-08-11,12.949999809265137,12.50403881072998,12.850000381469727,13.79823055267334,2025-08-11
1215.TW,2025-08-11,120.5,95.72964477539062,107.05973815917969,119.1,2025-08-11
1216.TW,2025-08-11,77.80000305175781,75.92220611572266,78.17901992797852,79.79637908935547,2025-08-11
1217.TW,2025-08-11,10.75,10.649999618530273,11.100000381469727,11.523674964904785,2025-08-11
1218.TW,2025-08-11,19.0,18.84665298461914,19.526500701904297,20.299999237060547,2025-08-11
1219.TW,2025-08-11,14.0,14.149999618530273,14.506579399108887,14.75,2025-08-11
1220.TW,2025-08-11,13.25,12.969927787780762,13.47126293182373,14.727757453918457,2025-08-11
1225.TW,2025-08-11,32.150001525878906,29.649999618530273,29.975000381469727,37.36999969482422,2025-08-11
1227.TW,2025-08-11,30.850000381469727,31.746146774291994,32.20466423034668,34.17155838012695,2025-08-11
1229.TW,2025-08-11,45.25,41.18136444091797,42.85676193237305,47.22574234008789,2025-08-11
1231.TW,2025-08-11,143.5,131.5,137.0,142.0,2025-08-11
1232.TW,2025-08-11,148.0,145.4923553466797,149.75,154.66849365234376,2025-08-11
1233.TW,2025-08-11,30.899999618530273,30.036698150634766,30.831730842590332,32.5284423828125,2025-08-11
1234.TW,2025-08-11,40.0,38.910926818847656,39.34061813354492,40.0,2025-08-11
1235.TW,2025-08-11,62.400001525878906,64.5,91.6500015258789,101.1,2025-08-11
1236.TW,2025-08-11,20.850000381469727,20.892465591430664,21.44588851928711,22.282328414916993,2025-08-11
1256.TW,2025-08-11,121.5,113.39751434326172,116.63049697875977,133.67452697753907,2025-08-11
1301.TW,2025-08-11,38.45000076293945,34.35204391479492,35.99404716491699,38.45378112792969,2025-08-11
1303.TW,2025-08-11,39.849998474121094,27.957482147216798,30.222986221313477,32.86933059692383,2025-08-11
1304.TW,2025-08-11,10.25,9.398666763305664,10.080092906951904,11.4146297454834,2025-08-11
1305.TW,2025-08-11,10.899999618530273,10.216163635253906,11.005818367004395,12.743059539794922,2025-08-11
1307.TW,2025-08-11,31.200000762939453,33.7870361328125,35.242591857910156,42.46296157836914,2025-08-11
1308.TW,2025-08-11,11.800000190734863,11.553252983093262,12.248995780944824,14.11084270477295,2025-08-11
1309.TW,2025-08-11,11.350000381469727,10.476995468139648,11.499141693115234,13.671201515197755,2025-08-11
1310.TW,2025-08-11,9.300000190734863,7.976000022888184,8.989999771118164,10.25,2025-08-11
1312.TW,2025-08-11,9.6899995803833,9.548000144958497,10.649999618530273,11.260000038146973,2025-08-11
1313.TW,2025-08-11,9.729999542236328,7.948772430419922,8.345959663391113,9.232534027099609,2025-08-11
1314.TW,2025-08-11,7.179999828338623,6.730000019073486,7.169999837875366,7.806000137329102,2025-08-11
1315.TW,2025-08-11,66.4000015258789,65.87476501464843,66.19999694824219,67.0,2025-08-11
1316.TW,2025-08-11,12.949999809265137,13.889999771118164,14.800000190734863,15.909999656677247,2025-08-11
1319.TW,2025-08-11,102.0,102.45458679199218,115.11651611328125,125.10596466064453,2025-08-11
1321.TW,2025-08-11,36.95000076293945,35.640000915527345,36.25,37.00999984741211,2025-08-11
1323.TW,2025-08-11,19.700000762939453,19.700000762939453,19.82122802734375,22.703443908691405,2025-08-11
1324.TW,2025-08-11,10.949999809265137,10.949999809265137,11.375,12.610000228881836,2025-08-11
1325.TW,2025-08-11,28.799999237060547,27.322614669799805,28.878267288208008,31.490301513671874,2025-08-11
1326.TW,2025-08-11,28.0,23.417292404174805,24.99213981628418,28.004890823364256,2025-08-11
1337.TW,2025-08-11,5.400000095367432,5.436000061035156,5.78000020980835,6.539999961853027,2025-08-11
1338.TW,2025-08-11,23.450000762939453,23.549999237060547,24.5,29.210000610351564,2025-08-11
1339.TW,2025-08-11,49.54999923706055,49.18000030517578,51.14999961853027,57.5,2025-08-11
1340.TW,2025-08-11,6.170000076293945,6.429999828338623,7.164999961853027,8.797999954223632,2025-08-11
1341.TW,2025-08-11,63.400001525878906,64.69999694824219,66.19999694824219,67.30000305175781,2025-08-11
1342.TW,2025-08-11,86.69999694824219,85.28000183105469,91.25,99.82535552978516,2025-08-11
1402.TW,2025-08-11,27.75,30.13214874267578,31.03516387939453,31.757574844360352,2025-08-11
1409.TW,2025-08-11,12.5,12.25,12.674999713897705,14.649999618530273,2025-08-11
1410.TW,2025-08-11,35.29999923706055,34.94000091552734,35.599998474121094,37.55999908447266,2025-08-11
1413.TW,2025-08-11,11.699999809265137,11.550000190734863,11.850000381469727,12.0,2025-08-11
1414.TW,2025-08-11,16.649999618530273,18.09000015258789,18.950000762939453,21.060440063476562,2025-08-11
1416.TW,2025-08-11,11.649999618530273,11.649999618530273,11.998784065246582,12.1899995803833,2025-08-11
1417.TW,2025-08-11,8.010000228881836,7.960000038146973,8.050000190734863,9.222000122070312,2025-08-11
1418.TW,2025-08-11,24.700000762939453,20.700000762939453,22.225000381469727,26.00999984741211,2025-08-11
1419.TW,2025-08-11,51.400001525878906,41.73411178588867,44.826433181762695,59.27510070800781,2025-08-11
1423.TW,2025-08-11,37.29999923706055,33.798954772949216,36.22715377807617,37.400001525878906,2025-08-11
1432.TW,2025-08-11,16.700000762939453,16.549999237060547,17.0,19.069999313354494,2025-08-11
1434.TW,2025-08-11,15.800000190734863,15.282949638366699,16.054719924926758,17.97938117980957,2025-08-11
1435.TW,2025-08-11,31.0,32.0,34.45000076293945,35.900001525878906,2025-08-11
1436.TW,2025-08-11,74.9000015258789,80.1982421875,84.06745147705078,96.44893493652344,2025-08-11
1437.TW,2025-08-11,30.75,30.866565704345703,31.297931671142578,32.93711471557617,2025-08-11
1438.TW,2025-08-11,38.349998474121094,38.140000915527345,41.79999923706055,47.51999969482422,2025-08-11
1439.TW,2025-08-11,29.799999237060547,30.09000015258789,30.950000762939453,32.119998931884766,2025-08-11
1440.TW,2025-08-11,12.949999809265137,12.751825714111328,13.100000381469727,14.07148265838623,2025-08-11
1441.TW,2025-08-11,11.649999618530273,11.800000190734863,12.550000190734863,13.300000190734863,2025-08-11
1442.TW,2025-08-11,68.0,71.0999984741211,73.29999923706055,79.9000015258789,2025-08-11
1443.TW,2025-08-11,31.0,30.07999954223633,30.700000762939453,31.299999237060547,2025-08-11
1444.TW,2025-08-11,6.230000019073486,6.539999961853027,7.180000066757202,8.3100004196167,2025-08-11
1445.TW,2025-08-11,14.399999618530273,14.0,14.850000381469727,16.301483154296875,2025-08-11
1446.TW,2025-08-11,20.5,22.191539764404297,23.903850555419922,31.214273071289064,2025-08-11
1447.TW,2025-08-11,5.730000019073486,5.987999820709229,6.240000009536743,7.099999904632568,2025-08-11
1449.TW,2025-08-11,12.25,12.643535041809082,13.550000190734863,17.620000457763673,2025-08-11
1451.TW,2025-08-11,18.149999618530273,18.649999618530273,18.966215133666992,19.950000762939453,2025-08-11
1452.TW,2025-08-11,11.75,11.5,11.870084762573242,14.311110496520996,2025-08-11
1453.TW,2025-08-11,13.100000381469727,13.25,14.449999809265137,16.65999984741211,2025-08-11
1454.TW,2025-08-11,14.399999618530273,14.307500839233398,14.848334312438965,15.438333511352539,2025-08-11
1455.TW,2025-08-11,8.90999984741211,8.937999725341797,9.279999732971191,9.760000228881836,2025-08-11
1456.TW,2025-08-11,12.449999809265137,12.5,13.199999809265137,16.149999618530273,2025-08-11
1457.TW,2025-08-11,16.950000762939453,17.194351196289062,17.549999237060547,19.058757781982422,2025-08-11
1459.TW,2025-08-11,11.850000381469727,11.5,11.75,12.260000038146973,2025-08-11
1460.TW,2025-08-11,6.199999809265137,6.53000020980835,6.825000047683716,7.210000038146973,2025-08-11
1463.TW,2025-08-11,20.450000762939453,19.940000534057617,21.175000190734863,26.520000076293947,2025-08-11
1464.TW,2025-08-11,12.0,11.994480514526368,12.755212783813477,16.531124114990234,2025-08-11
1465.TW,2025-08-11,13.550000190734863,13.350000381469727,13.699999809265137,14.300000190734863,2025-08-11
